Offence Year,Division,Offence Category,District Number,Ticket Count
2022,D23,Speeding,4,43
2019,D42,Speeding,148,21
2015,D13,Speeding,101,368
2015,D41,Speeding,120,1196
2020,D13,Speeding,102,37
2020,D23,Speeding,10,9
2022,D42,Speeding,128,151
2017,D13,Speeding,171,44
2020,D41,Speeding,125,123
2020,D13,Speeding,92,78
2023,D23,Speeding,163,29
2020,D42,Speeding,146,402
2021,D13,Speeding,106,225
2014,D41,Speeding,123,9
2014,D13,Speeding,102,5
2014,D23,Speeding,11,11
2023,D42,Speeding,129,539
2015,D13,Speeding,32,194
2021,D41,Speeding,125,33
2014,D13,Speeding,171,28
2018,D23,Speeding,4,116
2019,D42,Speeding,146,222
2021,D13,Speeding,171,15
2014,D41,Speeding,138,148
2017,D13,Speeding,109,119
2017,D23,Speeding,1,959
2016,D42,Speeding,130,422
2018,D13,Speeding,101,519
2015,D41,Speeding,157,68
2020,D13,Speeding,96,34
2021,D23,Speeding,8,191
2021,D42,Speeding,130,944
2020,D13,Speeding,109,15
2019,D41,Speeding,121,66
2014,D13,Speeding,39,7
2023,D23,Speeding,11,101
2020,D13,Speeding,107,22
2018,D41,Speeding,157,61
2018,D42,Speeding,146,237
2022,D13,Speeding,171,14
2015,D23,Speeding,8,211
2015,D42,Speeding,129,329
2015,D13,Speeding,31,50
2022,D41,Speeding,122,932
2023,D13,Speeding,107,8
2015,D23,Speeding,5,59
2016,D42,Speeding,146,238
2018,D13,Speeding,92,121
2016,D41,Speeding,156,257
2016,D13,Speeding,108,12
2021,D23,Speeding,1,3930
2017,D42,Speeding,130,237
2015,D13,Speeding,102,25
2015,D41,Speeding,122,264
2016,D13,Speeding,106,109
2019,D23,Speeding,11,45
2015,D42,Speeding,143,268
2016,D13,Speeding,171,59
2018,D41,Speeding,125,8
2014,D13,Speeding,31,24
2021,D23,Speeding,22,74
2022,D42,Speeding,144,2997
2015,D13,Speeding,107,64
2022,D41,Speeding,125,40
2023,D13,Speeding,92,14
2021,D23,Speeding,4,220
2014,D42,Speeding,145,100
2019,D13,Speeding,107,14
2017,D41,Speeding,119,154
2020,D13,Speeding,94,11
2019,D23,Speeding,5,49
2016,D42,Speeding,144,634
2018,D13,Speeding,94,94
2015,D41,Speeding,124,91
2016,D13,Speeding,107,257
2017,D23,Speeding,11,10
2015,D42,Speeding,116,67
2023,D13,Speeding,31,84
2015,D41,Speeding,123,143
2016,D13,Speeding,101,1176
2019,D13,Speeding,106,27
2014,D13,Speeding,107,20
2023,D13,Speeding,102,7
2020,D13,Speeding,101,1423
2023,D13,Speeding,101,1254
2018,D13,Speeding,109,119
2022,D13,Speeding,101,1620
2022,D13,Speeding,108,4
2023,D13,Speeding,32,5
2022,D13,Speeding,109,14
2016,D13,Speeding,32,390
2017,D13,Speeding,101,1010
2020,D13,Speeding,171,38
2017,D13,Speeding,107,99
2015,D13,Speeding,108,7
2021,D13,Speeding,32,14
2020,D13,Speeding,106,38
2018,D13,Speeding,102,135
2018,D13,Speeding,96,34
2021,D13,Speeding,102,29
2018,D13,Speeding,39,9
2018,D13,Speeding,171,30
2018,D13,Speeding,106,19
2019,D13,Speeding,92,45
2023,D13,Speeding,109,15
2017,D13,Speeding,39,57
2017,D13,Speeding,102,129
2015,D13,Speeding,106,76
2016,D13,Speeding,102,17
2022,D13,Speeding,94,14
2016,D13,Speeding,31,156
2015,D23,Speeding,4,19
2017,D42,Speeding,143,52
2015,D13,Speeding,92,21
2014,D41,Speeding,156,95
2015,D23,Speeding,9,8
2017,D42,Speeding,146,127
2014,D13,Speeding,101,258
2019,D41,Speeding,122,1388
2014,D23,Speeding,2,103
2021,D13,Speeding,107,31
2017,D42,Speeding,128,86
2021,D41,Speeding,157,497
2019,D23,Speeding,7,107
2018,D41,Speeding,121,209
2015,D13,Speeding,96,11
2014,D42,Speeding,144,212
2023,D23,Speeding,8,174
2020,D41,Speeding,121,164
2015,D13,Speeding,171,33
2023,D42,Speeding,128,232
2023,D23,Speeding,5,86
2017,D41,Speeding,120,390
2021,D13,Speeding,94,34
2014,D42,Speeding,147,6
2022,D23,Speeding,8,60
2017,D41,Speeding,124,73
2020,D13,Speeding,32,21
2023,D42,Speeding,118,175
2020,D23,Speeding,11,18
2017,D41,Speeding,157,30
2019,D13,Speeding,102,107
2019,D42,Speeding,116,126
2020,D23,Speeding,8,278
2016,D41,Speeding,122,417
2014,D13,Speeding,109,16
2015,D42,Speeding,147,13
2014,D23,Speeding,10,7
2016,D41,Speeding,124,183
2014,D13,Speeding,106,70
2019,D42,Speeding,118,43
2016,D23,Speeding,5,200
2023,D41,Speeding,124,246
2021,D13,Speeding,96,22
2022,D42,Speeding,148,487
2014,D23,Speeding,9,8
2018,D41,Speeding,120,362
2016,D13,Speeding,94,42
2022,D42,Speeding,116,231
2014,D23,Speeding,22,6
2020,D41,Speeding,138,15
2021,D13,Speeding,109,17
2020,D23,Speeding,21,9
2018,D42,Speeding,145,350
2023,D41,Speeding,120,600
2022,D13,Speeding,31,109
2018,D42,Speeding,147,15
2019,D23,Speeding,4,6
2020,D41,Speeding,124,202
2015,D13,Speeding,109,56
2019,D23,Speeding,8,274
2016,D41,Speeding,121,218
2022,D13,Speeding,96,5
2017,D23,Speeding,21,4
2018,D41,Speeding,124,191
2018,D13,Speeding,31,94
2016,D23,Speeding,6,16
2015,D41,Speeding,125,7
2017,D13,Speeding,108,7
2022,D23,Speeding,2,120
2014,D41,Speeding,124,62
2019,D13,Speeding,101,83
2015,D23,Speeding,1,716
2020,D41,Speeding,123,208
2017,D13,Speeding,106,84
2019,D23,Speeding,6,18
2023,D41,Speeding,156,1037
2014,D13,Speeding,32,24
2015,D23,Speeding,21,10
2022,D13,Speeding,92,50
2023,D13,Speeding,171,6
2021,D13,Speeding,101,2240
2020,D13,Speeding,31,54
2019,D13,Speeding,32,7
2016,D13,Speeding,92,146
2018,D13,Speeding,32,115
2017,D13,Speeding,94,59
2021,D13,Speeding,31,43
2019,D13,Speeding,96,6
2016,D43,Speeding,139,51
2014,D43,Speeding,143,7
2023,D43,Speeding,141,305
2023,D53,Speeding,103,524
2014,D53,Speeding,71,14
2014,D23,Speeding,6,7
2019,D43,Speeding,134,144
2023,D43,Speeding,157,8
2022,D43,Speeding,143,140
2021,D43,Speeding,136,1140
2021,D43,Speeding,134,291
2014,D43,Speeding,156,16
2023,D43,Speeding,123,51
2018,D43,Speeding,136,449
2015,D43,Speeding,135,69
2018,D43,Speeding,142,225
2020,D43,Speeding,157,48
2015,D43,Speeding,139,38
2014,D43,Speeding,157,20
2017,D43,Speeding,140,157
2020,D43,Speeding,134,146
2019,D43,Speeding,156,5
2019,D43,Speeding,141,110
2022,D43,Speeding,156,40
2021,D43,Speeding,156,13
2020,D43,Speeding,138,117
2020,D43,Speeding,140,33
2017,D43,Speeding,157,21
2019,D43,Speeding,140,28
2022,D43,Speeding,142,474
2014,D43,Speeding,133,24
2016,D53,Speeding,74,71
2014,D53,Speeding,55,40
2017,D53,Speeding,174,222
2017,D53,Speeding,98,467
2016,D53,Speeding,98,473
2020,D53,Speeding,174,73
2018,D53,Speeding,71,29
2015,D53,Speeding,41,469
2021,D53,Speeding,96,18
2018,D53,Speeding,39,79
2019,D53,Speeding,103,780
2017,D53,Speeding,55,149
2021,D53,Speeding,97,215
2019,D53,Speeding,174,43
2016,D53,Speeding,102,5
2015,D53,Speeding,100,130
2015,D53,Speeding,103,78
2018,D53,Speeding,56,157
2022,D53,Speeding,95,23
2022,D53,Speeding,56,1278
2021,D33,Speeding,52,457
2021,D53,Speeding,100,17
2023,D53,Speeding,174,120
2016,D53,Speeding,39,48
2014,D53,Speeding,96,4
2015,D53,Speeding,39,152
2017,D33,Speeding,48,97
2015,D43,Speeding,143,16
2014,D33,Speeding,150,20
2016,D43,Speeding,123,71
2015,D33,Speeding,42,380
2019,D43,Speeding,142,158
2022,D53,Speeding,55,4
2020,D43,Speeding,141,667
2021,D33,Speeding,116,15
2022,D43,Speeding,138,128
2021,D53,Speeding,41,604
2018,D53,Speeding,101,15
2016,D43,Speeding,143,13
2021,D23,Speeding,2,82
2018,D33,Speeding,120,6
2021,D53,Speeding,174,13
2022,D43,Speeding,136,742
2014,D53,Speeding,74,43
2018,D43,Speeding,139,169
2018,D23,Speeding,2,135
2018,D53,Speeding,95,25
2021,D33,Speeding,41,69
2017,D53,Speeding,99,32
2018,D43,Speeding,143,51
2016,D53,Speeding,56,71
2023,D43,Speeding,143,24
2022,D23,Speeding,6,94
2016,D53,Speeding,96,41
2021,D33,Speeding,147,10
2023,D53,Speeding,95,50
2016,D43,Speeding,142,89
2022,D53,Speeding,96,11
2015,D43,Speeding,156,37
2014,D23,Speeding,7,14
2020,D53,Speeding,95,196
2016,D33,Speeding,147,7
2020,D53,Speeding,99,35
2021,D43,Speeding,138,94
2021,D53,Speeding,95,49
2016,D43,Speeding,133,90
2014,D23,Speeding,4,17
2017,D53,Speeding,100,176
2019,D53,Speeding,95,41
2014,D33,Speeding,47,15
2021,D53,Speeding,71,108
2017,D53,Speeding,96,76
2021,D43,Speeding,139,75
2017,D43,Speeding,141,129
2016,D23,Speeding,1,862
2021,D33,Speeding,44,21
2020,D53,Speeding,71,21
2020,D43,Speeding,156,65
2017,D53,Speeding,101,26
2017,D53,Speeding,41,229
2018,D53,Speeding,103,251
2015,D43,Speeding,157,16
2014,D43,Speeding,140,53
2015,D23,Speeding,7,27
2015,D53,Speeding,74,29
2020,D53,Speeding,101,19
2017,D33,Speeding,49,459
2015,D53,Speeding,98,191
2020,D43,Speeding,133,331
2014,D43,Speeding,135,61
2015,D23,Speeding,6,15
2016,D53,Speeding,100,174
2017,D53,Speeding,71,51
2023,D33,Speeding,149,44
2023,D53,Speeding,55,7
2022,D43,Speeding,133,396
2019,D43,Speeding,143,20
2018,D23,Speeding,8,209
2017,D53,Speeding,56,138
2018,D53,Speeding,174,72
2015,D33,Speeding,44,118
2018,D53,Speeding,99,23
2016,D43,Speeding,141,97
2017,D43,Speeding,135,92
2019,D23,Speeding,10,4
2023,D53,Speeding,41,384
2014,D53,Speeding,56,117
2017,D33,Speeding,53,47
2020,D53,Speeding,102,82
2021,D43,Speeding,140,67
2019,D43,Speeding,139,42
2017,D43,Speeding,134,103
2016,D43,Speeding,134,183
2020,D43,Speeding,142,449
2019,D43,Speeding,123,63
2018,D43,Speeding,133,158
2023,D43,Speeding,138,37
2016,D43,Speeding,140,132
2020,D43,Speeding,136,723
2019,D43,Speeding,157,14
2023,D43,Speeding,134,132
2014,D43,Speeding,136,374
2014,D43,Speeding,134,101
2018,D43,Speeding,157,18
2019,D43,Speeding,133,67
2017,D43,Speeding,136,434
2021,D43,Speeding,143,20
2017,D43,Speeding,139,17
2015,D43,Speeding,142,91
2016,D43,Speeding,136,537
2022,D43,Speeding,135,562
2018,D43,Speeding,141,156
2022,D43,Speeding,123,32
2017,D43,Speeding,133,39
2018,D43,Speeding,140,113
2020,D43,Speeding,135,594
2016,D43,Speeding,157,17
2015,D43,Speeding,138,31
2022,D43,Speeding,139,44
2016,D43,Speeding,138,55
2017,D43,Speeding,143,10
2017,D43,Speeding,138,62
2021,D43,Speeding,157,93
2023,D43,Speeding,133,92
2018,D53,Speeding,55,65
2016,D33,Speeding,49,801
2016,D53,Speeding,55,236
2017,D53,Speeding,103,113
2020,D23,Speeding,7,501
2023,D53,Speeding,100,17
2015,D33,Speeding,52,74
2022,D53,Speeding,98,134
2018,D23,Speeding,9,13
2021,D33,Speeding,43,90
2019,D53,Speeding,56,693
2023,D53,Speeding,97,144
2023,D23,Speeding,6,22
2015,D53,Speeding,55,109
2022,D53,Speeding,174,34
2014,D53,Speeding,98,203
2020,D23,Speeding,1,4296
2018,D53,Speeding,100,165
2022,D33,Speeding,52,486
2016,D33,Speeding,53,48
2020,D53,Speeding,100,92
2023,D23,Speeding,4,95
2020,D53,Speeding,103,958
2014,D33,Speeding,41,9
2022,D33,Speeding,46,30
2016,D53,Speeding,103,103
2019,D23,Speeding,1,1940
2014,D53,Speeding,39,399
2015,D33,Speeding,47,69
2018,D33,Speeding,47,29
2022,D53,Speeding,39,19
2019,D23,Speeding,9,8
2014,D53,Speeding,97,41
2022,D33,Speeding,53,17
2022,D33,Speeding,116,24
2014,D53,Speeding,101,9
2017,D23,Speeding,7,274
2019,D53,Speeding,100,256
2015,D33,Speeding,48,101
2020,D33,Speeding,119,106
2014,D53,Speeding,99,15
2016,D23,Speeding,7,70
2014,D53,Speeding,41,242
2015,D33,Speeding,150,24
2014,D33,Speeding,53,7
2023,D53,Speeding,96,82
2021,D23,Speeding,11,14
2022,D53,Speeding,41,289
2020,D33,Speeding,46,30
2018,D33,Speeding,52,163
2018,D33,Speeding,42,593
2022,D33,Speeding,40,163
2016,D33,Speeding,47,77
2022,D33,Speeding,42,929
2018,D33,Speeding,49,360
2014,D33,Speeding,49,208
2020,D33,Speeding,42,902
2021,D33,Speeding,42,1294
2016,D33,Speeding,116,4
2020,D33,Speeding,53,358
2023,D33,Speeding,47,79
2019,D33,Speeding,47,17
2020,D33,Speeding,48,219
2015,D33,Speeding,40,62
2022,D33,Speeding,49,1082
2023,D33,Speeding,40,354
2019,D33,Speeding,40,47
2017,D33,Speeding,42,775
2015,D33,Speeding,53,47
2017,D33,Speeding,150,441
2016,D33,Speeding,41,125
2023,D33,Speeding,147,11
2023,D33,Speeding,116,5
2022,D33,Speeding,149,45
2018,D33,Speeding,40,60
2016,D53,Speeding,97,79
2023,D33,Speeding,41,134
2016,D23,Speeding,2,111
2015,D53,Speeding,99,30
2014,D53,Speeding,95,29
2019,D33,Speeding,119,11
2015,D23,Speeding,11,93
2022,D53,Speeding,103,507
2014,D53,Speeding,174,322
2020,D33,Speeding,49,1159
2020,D23,Speeding,5,215
2022,D53,Speeding,97,125
2020,D53,Speeding,97,839
2020,D33,Speeding,150,101
2017,D23,Speeding,3,205
2021,D53,Speeding,39,36
2023,D53,Speeding,39,59
2019,D53,Speeding,55,26
2016,D53,Speeding,95,19
2016,D53,Speeding,174,223
2019,D53,Speeding,173,23
2015,D53,Speeding,71,39
2019,D53,Speeding,71,17
2015,D53,Speeding,174,276
2016,D53,Speeding,41,427
2017,D53,Speeding,97,148
2021,D53,Speeding,99,5
2018,D53,Speeding,98,1000
2022,D53,Speeding,99,8
2020,D53,Speeding,98,438
2015,D53,Speeding,95,25
2020,D53,Speeding,56,695
2019,D53,Speeding,96,9
2023,D53,Speeding,56,632
2015,D53,Speeding,101,10
2019,D53,Speeding,97,164
2022,D53,Speeding,71,7
2020,D53,Speeding,55,31
2023,D53,Speeding,98,140
2020,D53,Speeding,39,110
2015,D53,Speeding,97,34
2019,D53,Speeding,39,14
2017,D23,Speeding,6,52
2016,D53,Speeding,99,33
2014,D23,Speeding,3,181
2021,D53,Speeding,55,9
2014,D23,Speeding,5,16
2015,D53,Speeding,56,124
2016,D23,Speeding,3,332
2019,D53,Speeding,41,141
2018,D23,Speeding,6,59
2021,D53,Speeding,103,777
2018,D23,Speeding,5,104
2023,D33,Speeding,42,967
2021,D53,Speeding,56,873
2018,D23,Speeding,7,159
2017,D23,Speeding,9,27
2022,D23,Speeding,3,485
2023,D23,Speeding,2,26
2022,D23,Speeding,5,497
2022,D23,Speeding,23,9
2014,D23,Speeding,8,45
2016,D23,Speeding,9,20
2021,D23,Speeding,3,162
2023,D23,Speeding,3,134
2022,D23,Speeding,7,108
2019,D23,Speeding,3,59
2021,D23,Speeding,10,5
2015,D23,Speeding,3,236
2021,D23,Speeding,6,105
2014,D43,Speeding,138,37
2014,D43,Speeding,123,92
2021,D43,Speeding,135,819
2023,D43,Speeding,156,30
2020,D43,Speeding,123,149
2014,D33,Speeding,42,130
2017,D53,Speeding,39,79
2023,D33,Speeding,53,5
2019,D43,Speeding,136,420
2019,D53,Speeding,99,19
2020,D33,Speeding,147,63
2023,D43,Speeding,142,229
2022,D53,Speeding,100,118
2018,D33,Speeding,53,68
2016,D43,Speeding,135,127
2016,D53,Speeding,71,11
2017,D33,Speeding,149,228
2022,D43,Speeding,134,161
2018,D53,Speeding,96,91
2016,D33,Speeding,40,105
2018,D43,Speeding,135,220
2015,D53,Speeding,96,47
2023,D33,Speeding,49,1294
2017,D43,Speeding,156,9
2018,D53,Speeding,41,156
2018,D33,Speeding,41,72
2015,D43,Speeding,133,91
2020,D53,Speeding,41,465
2018,D43,Speeding,123,67
2019,D33,Speeding,44,13
2021,D43,Speeding,141,861
2014,D53,Speeding,103,38
2020,D33,Speeding,149,302
2015,D43,Speeding,123,79
2014,D53,Speeding,100,147
2022,D33,Speeding,43,67
2022,D43,Speeding,157,46
2017,D53,Speeding,95,17
2016,D33,Speeding,46,165
2014,D43,Speeding,141,92
2019,D53,Speeding,98,554
2016,D33,Speeding,120,6
2018,D43,Speeding,156,8
2019,D53,Speeding,166,4
2014,D33,Speeding,43,14
2019,D43,Speeding,135,198
2018,D53,Speeding,97,214
2018,D33,Speeding,48,107
2014,D43,Speeding,139,28
2021,D53,Speeding,98,178
2021,D33,Speeding,119,38
2022,D43,Speeding,140,46
2017,D53,Speeding,74,10
2018,D33,Speeding,43,108
2015,D43,Speeding,141,113
2016,D53,Speeding,101,17
2018,D33,Speeding,149,133
2015,D43,Speeding,134,122
2020,D53,Speeding,96,15
2019,D33,Speeding,149,173
2018,D43,Speeding,134,255
2019,D33,Speeding,46,12
2021,D43,Speeding,142,599
2023,D43,Speeding,135,784
2023,D43,Speeding,136,1546
2014,D43,Speeding,142,75
2015,D43,Speeding,136,396
2020,D43,Speeding,143,19
2021,D43,Speeding,133,1148
2018,D43,Speeding,138,185
2022,D43,Speeding,141,349
2021,D43,Speeding,123,37
2017,D43,Speeding,123,55
2020,D43,Speeding,139,82
2023,D43,Speeding,140,38
2015,D43,Speeding,140,75
2023,D43,Speeding,139,23
2017,D43,Speeding,142,108
2016,D43,Speeding,156,33
2019,D43,Speeding,138,45
2020,D33,Speeding,43,385
2023,D33,Speeding,52,275
2019,D33,Speeding,52,127
2020,D33,Speeding,52,480
2016,D33,Speeding,48,145
2019,D33,Speeding,53,16
2019,D33,Speeding,43,42
2017,D33,Speeding,52,123
2016,D33,Speeding,150,441
2023,D33,Speeding,43,60
2017,D33,Speeding,116,5
2019,D33,Speeding,48,14
2023,D33,Speeding,46,43
2018,D33,Speeding,116,4
2016,D33,Speeding,52,142
2017,D33,Speeding,47,48
2022,D33,Speeding,150,7
2021,D33,Speeding,48,522
2022,D33,Speeding,119,147
2018,D33,Speeding,150,167
2020,D22,Speeding,161,697
2014,D22,Speeding,9,96
2021,D22,Speeding,20,438
2015,D22,Speeding,160,131
2018,D22,Speeding,158,246
2020,D22,Speeding,15,357
2019,D22,Speeding,161,100
2014,D22,Speeding,16,38
2017,D22,Speeding,18,24
2016,D22,Speeding,158,427
2023,D22,Speeding,9,438
2019,D22,Speeding,19,22
2021,D22,Speeding,15,303
2019,D22,Speeding,159,182
2021,D22,Speeding,19,54
2018,D22,Speeding,16,103
2015,D22,Speeding,9,968
2020,D22,Speeding,10,262
2018,D22,Speeding,10,88
2016,D22,Speeding,8,30
2022,D22,Speeding,9,454
2023,D22,Speeding,8,34
2017,D22,Speeding,160,112
2022,D22,Speeding,11,334
2019,D22,Speeding,160,69
2018,D22,Speeding,12,101
2017,D22,Speeding,13,144
2017,D22,Speeding,161,303
2020,D22,Speeding,8,5
2023,D22,Speeding,13,21
2016,D22,Speeding,10,295
2020,D55,Speeding,54,475
2023,D55,Speeding,63,328
2015,D55,Speeding,58,374
2023,D22,Speeding,7,13
2021,D22,Speeding,16,3151
2014,D33,Speeding,52,40
2019,D55,Speeding,44,302
2015,D55,Speeding,43,153
2022,D22,Speeding,158,865
2021,D55,Speeding,64,23
2015,D22,Speeding,18,19
2021,D55,Speeding,122,82
2021,D55,Speeding,58,836
2014,D22,Speeding,15,56
2022,D55,Speeding,43,714
2016,D22,Speeding,19,114
2020,D55,Speeding,67,19
2020,D55,Speeding,70,1026
2017,D22,Speeding,15,94
2016,D55,Speeding,70,446
2019,D22,Speeding,114,4
2019,D55,Speeding,121,4
2015,D55,Speeding,121,61
2015,D22,Speeding,11,380
2020,D55,Speeding,43,279
2022,D22,Speeding,114,5
2014,D33,Speeding,44,101
2020,D55,Speeding,120,847
2015,D22,Speeding,16,115
2014,D55,Speeding,121,11
2019,D55,Speeding,54,79
2018,D22,Speeding,13,60
2015,D55,Speeding,70,487
2015,D33,Speeding,43,312
2019,D22,Speeding,12,38
2023,D55,Speeding,69,18
2016,D33,Speeding,149,138
2023,D55,Speeding,59,7
2018,D22,Speeding,160,129
2018,D55,Speeding,57,28
2021,D22,Speeding,18,124
2015,D55,Speeding,63,96
2018,D33,Speeding,44,54
2018,D55,Speeding,43,261
2022,D22,Speeding,20,500
2014,D55,Speeding,60,19
2015,D22,Speeding,12,177
2018,D55,Speeding,62,80
2016,D33,Speeding,119,11
2021,D55,Speeding,62,51
2021,D55,Speeding,43,516
2016,D55,Speeding,43,205
2022,D55,Speeding,70,698
2015,D55,Speeding,69,13
2019,D55,Speeding,64,16
2016,D55,Speeding,121,16
2017,D55,Speeding,60,6
2022,D55,Speeding,58,1552
2020,D55,Speeding,61,10
2021,D55,Speeding,59,252
2017,D55,Speeding,54,127
2017,D55,Speeding,44,75
2015,D55,Speeding,57,40
2023,D55,Speeding,67,111
2021,D55,Speeding,65,37
2019,D55,Speeding,65,28
2019,D55,Speeding,43,363
2014,D55,Speeding,70,379
2015,D55,Speeding,44,151
2017,D55,Speeding,66,31
2021,D55,Speeding,44,1030
2020,D55,Speeding,62,61
2016,D55,Speeding,61,53
2018,D55,Speeding,60,10
2022,D55,Speeding,44,767
2021,D55,Speeding,61,5
2021,D55,Speeding,69,48
2016,D55,Speeding,44,163
2016,D55,Speeding,57,35
2020,D55,Speeding,44,676
2022,D55,Speeding,63,79
2018,D55,Speeding,44,60
2015,D55,Speeding,60,8
2020,D55,Speeding,69,98
2020,D55,Speeding,65,43
2014,D55,Speeding,68,103
2016,D55,Speeding,58,726
2021,D55,Speeding,68,695
2020,D55,Speeding,63,135
2018,D55,Speeding,63,61
2020,D55,Speeding,58,610
2019,D55,Speeding,59,108
2017,D55,Speeding,63,38
2023,D55,Speeding,120,471
2023,D55,Speeding,54,1030
2022,D22,Speeding,16,1376
2020,D22,Speeding,11,363
2022,D33,Speeding,44,79
2017,D55,Speeding,59,9
2017,D55,Speeding,65,33
2019,D55,Speeding,122,44
2020,D55,Speeding,59,203
2016,D55,Speeding,60,18
2019,D55,Speeding,57,28
2020,D55,Speeding,121,19
2014,D55,Speeding,57,18
2016,D55,Speeding,120,40
2023,D55,Speeding,61,4
2019,D55,Speeding,70,459
2023,D55,Speeding,43,560
2018,D55,Speeding,65,20
2022,D55,Speeding,67,93
2018,D55,Speeding,59,138
2017,D55,Speeding,58,292
2018,D55,Speeding,120,125
2019,D55,Speeding,69,17
2018,D55,Speeding,70,496
2017,D55,Speeding,70,441
2016,D55,Speeding,54,86
2018,D55,Speeding,67,14
2019,D55,Speeding,60,7
2017,D55,Speeding,120,122
2016,D55,Speeding,63,53
2019,D55,Speeding,62,83
2014,D55,Speeding,65,51
2022,D55,Speeding,54,1310
2020,D55,Speeding,60,6
2017,D55,Speeding,64,12
2021,D55,Speeding,70,990
2023,D55,Speeding,65,6
2017,D55,Speeding,57,28
2014,D55,Speeding,62,6
2021,D55,Speeding,54,930
2023,D55,Speeding,62,121
2019,D55,Speeding,68,869
2014,D55,Speeding,64,7
2017,D55,Speeding,121,8
2019,D55,Speeding,63,42
2017,D33,Speeding,43,215
2016,D55,Speeding,59,12
2018,D22,Speeding,9,203
2014,D22,Speeding,161,63
2020,D33,Speeding,40,745
2014,D55,Speeding,58,65
2022,D22,Speeding,13,74
2023,D22,Speeding,161,495
2021,D22,Speeding,158,450
2014,D22,Speeding,18,6
2020,D22,Speeding,12,221
2020,D22,Speeding,16,523
2022,D22,Speeding,15,126
2015,D22,Speeding,8,21
2019,D22,Speeding,13,150
2017,D22,Speeding,12,96
2015,D22,Speeding,13,98
2016,D22,Speeding,161,408
2018,D22,Speeding,159,219
2015,D22,Speeding,161,296
2022,D22,Speeding,19,30
2018,D22,Speeding,18,7
2019,D22,Speeding,158,466
2017,D22,Speeding,10,367
2021,D22,Speeding,12,360
2017,D22,Speeding,9,500
2021,D22,Speeding,159,863
2018,D22,Speeding,11,358
2016,D22,Speeding,159,420
2014,D22,Speeding,20,216
2020,D22,Speeding,159,484
2022,D22,Speeding,161,564
2022,D22,Speeding,12,252
2022,D22,Speeding,87,6
2018,D22,Speeding,20,655
2015,D22,Speeding,19,123
2014,D22,Speeding,158,97
2021,D22,Speeding,10,286
2016,D22,Speeding,16,267
2016,D22,Speeding,114,48
2023,D22,Speeding,10,394
2023,D22,Speeding,158,782
2014,D22,Speeding,13,34
2023,D22,Speeding,20,306
2018,D22,Speeding,19,30
2018,D22,Speeding,114,14
2019,D22,Speeding,20,425
2019,D22,Speeding,10,198
2014,D33,Speeding,120,4
2014,D55,Speeding,63,47
2021,D22,Speeding,11,286
2023,D22,Speeding,18,28
2016,D55,Speeding,64,17
2017,D33,Speeding,46,180
2016,D22,Speeding,20,1051
2014,D22,Speeding,10,56
2016,D55,Speeding,68,259
2023,D33,Speeding,48,431
2016,D22,Speeding,12,156
2016,D22,Speeding,11,355
2014,D55,Speeding,54,18
2021,D33,Speeding,49,1150
2023,D22,Speeding,15,36
2016,D22,Speeding,18,27
2017,D55,Speeding,43,222
2016,D33,Speeding,42,997
2016,D22,Speeding,9,727
2017,D22,Speeding,20,514
2019,D55,Speeding,120,138
2021,D33,Speeding,40,112
2015,D22,Speeding,10,215
2020,D22,Speeding,160,307
2015,D55,Speeding,62,33
2014,D33,Speeding,40,59
2021,D22,Speeding,161,672
2021,D22,Speeding,87,5
2021,D55,Speeding,60,17
2016,D33,Speeding,43,382
2023,D22,Speeding,11,707
2023,D22,Speeding,19,16
2021,D55,Speeding,63,98
2017,D33,Speeding,44,86
2017,D22,Speeding,158,416
2018,D22,Speeding,161,151
2015,D55,Speeding,68,144
2015,D33,Speeding,49,398
2019,D22,Speeding,11,303
2019,D22,Speeding,15,43
2015,D55,Speeding,54,23
2015,D33,Speeding,41,112
2014,D22,Speeding,11,103
2016,D22,Speeding,15,190
2017,D55,Speeding,68,510
2015,D22,Speeding,158,236
2021,D33,Speeding,47,82
2014,D22,Speeding,12,35
2022,D22,Speeding,18,17
2018,D33,Speeding,147,10
2017,D22,Speeding,16,147
2022,D55,Speeding,64,10
2019,D22,Speeding,16,81
2017,D33,Speeding,41,260
2022,D55,Speeding,62,45
2018,D55,Speeding,61,20
2020,D22,Speeding,19,15
2023,D33,Speeding,150,10
2018,D55,Speeding,121,5
2019,D55,Speeding,58,146
2022,D22,Speeding,160,69
2015,D33,Speeding,120,6
2018,D55,Speeding,64,43
2019,D55,Speeding,61,15
2014,D22,Speeding,159,188
2022,D33,Speeding,48,712
2022,D55,Speeding,57,253
2017,D55,Speeding,69,46
2021,D22,Speeding,13,60
2016,D33,Speeding,44,278
2018,D55,Speeding,58,311
2022,D55,Speeding,120,577
2023,D22,Speeding,159,815
2014,D33,Speeding,149,10
2015,D55,Speeding,64,19
2016,D55,Speeding,69,24
2018,D22,Speeding,15,56
2018,D33,Speeding,119,13
2021,D55,Speeding,67,52
2020,D55,Speeding,57,29
2015,D22,Speeding,15,45
2014,D33,Speeding,48,81
2018,D55,Speeding,66,50
2022,D55,Speeding,59,115
2019,D22,Speeding,9,205
2021,D33,Speeding,53,95
2023,D55,Speeding,60,20
2023,D22,Speeding,160,48
2020,D55,Speeding,66,18
2015,D33,Speeding,149,64
2019,D55,Speeding,66,26
2017,D55,Speeding,62,28
2020,D33,Speeding,41,24
